stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
E34790,,"LEMINGTON AVE AT #7249",,  40.467141, -79.891728,01
E34800,,"LEMINGTON AVE AT WARDSONS ST",,  40.471283, -79.897987,01
E34810,,"LEMINGTON AVE AT WESTMORELAND",,  40.467035, -79.893634,01
E34820,,"LEMINGTON AVE OPP #7249",,  40.466937, -79.891784,01
E34830,,"LEMINGTON AVE OPP WESTMORELAND",,  40.466850, -79.893672,01
E34845,,"LIBERTY AVE AT 12TH ST",,  40.445339, -79.991791,01
E34850,,"LIBERTY AVE AT 14TH ST",,  40.446914, -79.989193,01
E34870,,"LIBERTY AVE AT 16TH ST",,  40.448364, -79.986760,01
E34890,,"LIBERTY AVE AT 17TH ST",,  40.449248, -79.985350,01
E34910,,"LIBERTY AVE AT 21ST ST",,  40.451215, -79.982418,01
E34930,,"LIBERTY AVE AT 24TH ST",,  40.452927, -79.979938,01
E34950,,"LIBERTY AVE AT 25TH ST",,  40.453482, -79.979113,01
E34970,,"LIBERTY AVE AT 26TH ST",,  40.454495, -79.977657,01
E34990,,"LIBERTY AVE AT 27TH ST",,  40.455447, -79.976226,01
E35000,,"LIBERTY AVE AT 28TH ST",,  40.456372, -79.974883,01
E35020,,"LIBERTY AVE AT 28TH ST FS",,  40.456441, -79.974604,01
E35030,,"LIBERTY AVE AT 29TH ST",,  40.457355, -79.973441,01
E35050,,"LIBERTY AVE AT 30TH ST",,  40.458352, -79.972014,01
E35060,,"LIBERTY AVE AT 30TH ST",,  40.458094, -79.972113,01
E35070,,"LIBERTY AVE AT 31ST ST",,  40.459374, -79.970567,01
E35090,,"LIBERTY AVE AT 32ND ST",,  40.460343, -79.969138,01
E35130,,"LIBERTY AVE AT 34TH ST",,  40.461738, -79.965745,01
E35150,,"LIBERTY AVE AT 37TH ST",,  40.462084, -79.961866,01
E35160,,"LIBERTY AVE AT 39TH ST",,  40.462560, -79.959177,01
E35170,,"LIBERTY AVE AT 40TH ST NS",,  40.462978, -79.956565,01
E35190,,"LIBERTY AVE AT BAUM BLVD",,  40.456503, -79.939275,01
E35200,,"LIBERTY AVE AT BAUM BLVD",,  40.456698, -79.940086,01
E35210,,"LIBERTY AVE AT CANOE WAY",,  40.463209, -79.954900,01
E35220,,"LIBERTY AVE AT CANOE WAY",,  40.463062, -79.955222,01
E35250,,"LIBERTY AVE AT EDMOND",,  40.461107, -79.947904,01
E35260,,"LIBERTY AVE AT EDMOND",,  40.461152, -79.948254,01
E35270,,"LIBERTY AVE AT ELLA",,  40.463116, -79.951646,01
E35280,,"LIBERTY AVE AT ELLA",,  40.463129, -79.952029,01
E35290,,"LIBERTY AVE AT GROSS ST",,  40.459473, -79.944691,01
E35300,,"LIBERTY AVE AT GROSS ST",,  40.459433, -79.945210,01
E35310,,"LIBERTY AVE AT LIGONIER ST (HERRON AVE)",,  40.461614, -79.966899,01
E35320,,"LIBERTY AVE AT HERRON AVE",,  40.461438, -79.967171,01
E35330,,"LIBERTY AVE AT MAIN (BLOOMFIELD BRIDGE)",,  40.463428, -79.953386,01
E35340,,"LIBERTY AVE AT MAIN FS",,  40.463630, -79.953476,01
E35350,,"LIBERTY AVE AT MATHILDA (WEST PENN HOSP)",,  40.460591, -79.946902,01
E35360,,"LIBERTY AVE AT MILLVALE",,  40.459998, -79.945816,01
E35370,,"LIBERTY AVE AT MILLVALE AVE (WEST PENN HOSP)",,  40.460052, -79.946187,01
E35380,,"LIBERTY AVE AT EVALINE ST",,  40.458034, -79.941990,01
E35390,,"LIBERTY AVE AT OSCEOLA ST",,  40.457802, -79.942178,01
E35393,,"LIBERTY AVE AT PACIFIC AVE",,  40.457410, -79.940825,01
E35395,,"LIBERTY AVE OPP PACIFIC AVE",,  40.457302, -79.941264,01
E35400,,"LIBERTY AVE AT PEARL",,  40.462128, -79.949778,01
E35410,,"LIBERTY AVE AT PEARL",,  40.462060, -79.949976,01
E35430,,"LIBERTY AVE AT WINEBIDDLE ST",,  40.458839, -79.943525,01
E35440,,"LIBERTY AVE AT WINEBIDDLE ST",,  40.458780, -79.944031,01
E35450,,"LIBERTY AVE OPP 14TH ST",,  40.446689, -79.989230,01
E35470,,"LIBERTY AVE OPP 17TH ST",,  40.449027, -79.985377,01
E35480,,"LIBERTY AVE OPP 21ST ST FS",,  40.451124, -79.982231,01
E35500,,"LIBERTY AVE OPP 25TH ST",,  40.453285, -79.979096,01
E35510,,"LIBERTY AVE OPP 26TH ST",,  40.454201, -79.977772,01
E35520,,"LIBERTY AVE OPP 27TH ST",,  40.455192, -79.976335,01
E35570,,"LIBERTY AVE OPP 31ST ST",,  40.459076, -79.970701,01
E35590,,"LIBERTY AVE AT 32ND ST NS",,  40.460009, -79.969332,01
E35600,,"LIBERTY AVE AT 36TH ST",,  40.461773, -79.964050,01
E35610,,"LIBERTY AVE OPP 37TH ST",,  40.461902, -79.962162,01
E35620,,"LIBERTY AVE AT 39TH ST",,  40.462355, -79.959420,01
E35630,,"LIBERTY AVE AT 40TH ST",,  40.462690, -79.957369,01
E35650,,"LIBRARY ST AT BRADDOCK AVE",,  40.401301, -79.865625,1A
E35670,,"LIBRARY ST AT BRADDOCK AVE FS",,  40.401304, -79.865421,1A
E35760,,"LINCOLN AVE AT APPLE AVE",,  40.464640, -79.898974,01
E35770,,"LINCOLN AVE AT ARBOR ST",,  40.466346, -79.897858,01
E35772,,"LINCOLN AVE AT ATWELL ST",,  40.463089, -79.904487,01
E35780,,"LINCOLN AVE AT CAMPANIA ST",,  40.472397, -79.890909,01
E35790,,"LINCOLN AVE AT CAMPANIA ST",,  40.472199, -79.890953,01
E35800,,"LINCOLN AVE AT CHURCHLAND ST",,  40.469790, -79.894566,01
E35810,,"LINCOLN AVE AT FRANKSTOWN AVE",,  40.460449, -79.913454,01
E35820,,"LINCOLN AVE AT JOSHUA ST",,  40.470414, -79.892848,01
E35830,,"LINCOLN AVE AT LEMINGTON AVE",,  40.468828, -79.896054,01
E35840,,"LINCOLN AVE AT LEMINGTON AVE",,  40.468660, -79.896099,01
E35850,,"LINCOLN AVE AT LINCOLN LOOP",,  40.473025, -79.888757,01
E35880,,"LINCOLN AVE AT MANNING ST FS",,  40.467805, -79.897084,01
E35890,,"LINCOLN AVE AT MEADOW ST",,  40.461127, -79.909728,01
E35900,,"LINCOLN AVE AT MEADOW ST",,  40.460929, -79.909888,01
E35910,,"LINCOLN AVE AT RENFREW ST",,  40.462195, -79.906410,01
E35920,,"LINCOLN AVE AT ROWAN ST",,  40.463918, -79.902041,01
E35930,,"LINCOLN AVE AT UPLAND ST",,  40.463765, -79.902087,01
E35940,,"LINCOLN AVE AT LEMINGTON HOME DRVWY",,  40.471036, -79.892136,01
E35970,,"LINCOLN AVE OPP MAYFLOWER ST (#408)",,  40.460607, -79.911711,01
E35980,,"LINCOLN AVE AT #409",,  40.460729, -79.911565,01
E35990,,"LINCOLN AVE AT SHETLAND AVE",,  40.461669, -79.907877,01
E36000,,"LINCOLN AVE AT SHETLAND AVE",,  40.461485, -79.908084,01
E36020,,"LINCOLN AVE AT VASSAR ST FS",,  40.467925, -79.896860,01
E36035,,"LINCOLN AVE AT WILTSIE ST",,  40.470217, -79.893636,01
E36040,,"LINCOLN AVE OPP APPLE AVE",,  40.464781, -79.898962,01
E36050,,"LINCOLN AVE OPP ARBOR ST",,  40.466211, -79.897768,01
E36052,,"LINCOLN AVE OPP ATWELL ST",,  40.463157, -79.904590,01
E36060,,"LINCOLN AVE OPP CHAUCER ST",,  40.464316, -79.900512,01
E36070,,"LINCOLN AVE OPP CHURCHLAND ST",,  40.469690, -79.894517,01
E36095,,"LINCOLN AVE OPP LEMINGTON HOME DRVWY",,  40.470982, -79.892024,01
E36097,,"LINCOLN AVE OPP WILTSIE ST",,  40.470096, -79.893662,01
E36098,,"LINCOLN AVE AT VERONA BLVD",,  40.472903, -79.888953,01
E36100,,"LINCOLN AVE OPP RENFREW ST",,  40.462038, -79.906417,01
E36110,,"LINCOLN HWY AT 3RD",,  40.379362, -79.806778,02
E36120,,"LINCOLN HWY AT 3RD",,  40.379352, -79.807190,02
E36130,,"LINCOLN HWY AT 5TH AVE EXT",,  40.381097, -79.811504,02
E36140,,"LINCOLN HWY AT 5TH AVE EXT FS",,  40.380922, -79.811525,02
E36145,,"LINCOLN HWY AT 5TH AVE EXT NS",,  40.381145, -79.812180,02
E36150,,"LINCOLN HWY AT FOSTER",,  40.375548, -79.797032,02
E36170,,"LINCOLN HWY AT CENTER",,  40.395783, -79.838792,02
E36180,,"LINCOLN HWY AT CLYDE",,  40.389045, -79.830969,02
E36190,,"LINCOLN HWY AT DENNING",,  40.371370, -79.789232,02
E36200,,"LINCOLN HWY AT MCDONALD'S (HWY RT 686)",,  40.383979, -79.823432,02
E36220,,"LINCOLN HWY AT GRAHAM",,  40.380086, -79.809209,02
E36230,,"LINCOLN HWY AT GREAT VALLEY SC",,  40.383792, -79.822573,02
E36240,,"LINCOLN HWY AT GREENSBURG PIKE",,  40.381509, -79.816975,02
E36250,,"LINCOLN HWY AT GREENSBURG PIKE",,  40.380888, -79.815035,02
E36255,,"LINCOLN HWY AT HIGHWOOD",,  40.382125, -79.819424,02
E36260,,"LINCOLN HWY AT HWY RT 48 FS",,  40.368216, -79.780111,02
E36265,,"LINCOLN HWY AT HWY RT 48",,  40.368035, -79.780165,02
E36268,,"LINCOLN HWY AT ISAAC",,  40.377305, -79.801196,02
E36270,,"LINCOLN HWY OPP JACOB",,  40.376720, -79.799568,02
E36280,,"LINCOLN HWY AT JACOB",,  40.376657, -79.799812,02
E36300,,"LINCOLN HWY AT LEUHM",,  40.370377, -79.786450,02
E36302,,"LINCOLN HWY AT MARYLAND",,  40.382973, -79.821603,02
E36310,,"LINCOLN HWY AT MCKEE",,  40.372978, -79.793067,02
E36330,,"LINCOLN HWY AT LINCOLN SQ SR CITIZEN HOME",,  40.387153, -79.827725,02
E36340,,"LINCOLN HWY AT DIX",,  40.369062, -79.782240,02
E36350,,"LINCOLN HWY AT SANTOS FS",,  40.381367, -79.813568,02
E36360,,"LINCOLN HWY AT TAYLOR",,  40.378132, -79.803416,02
E36370,,"LINCOLN HWY OPP FOSTER",,  40.375339, -79.796408,02
E36380,,"LINCOLN HWY OPP BROADWAY",,  40.381358, -79.812141,02
E36390,,"LINCOLN HWY OPP MARYLAND",,  40.382830, -79.820578,02
E36400,,"LINCOLN HWY OPP CENTER",,  40.395689, -79.838519,02
E36410,,"LINCOLN HWY OPP CLYDE",,  40.388689, -79.830086,02
E36420,,"LINCOLN HWY OPP DENNING",,  40.371401, -79.788917,02
E36425,,"LINCOLN HWY OPP HIGHWOOD",,  40.382188, -79.818990,02
E36430,,"LINCOLN HWY OPP DIX",,  40.369086, -79.782686,02
E36435,,"LINCOLN HWY OPP ISAAC",,  40.377513, -79.802122,02
E36440,,"LINCOLN HWY OPP LEUHM",,  40.370445, -79.786051,02
E36450,,"LINCOLN HWY OPP MCKEE",,  40.372973, -79.792633,02
E36460,,"LINCOLN HWY OPP LINCOLN SQ SR CITIZEN HOME",,  40.387121, -79.828189,02
E36480,,"LINCOLN HWY AT MOTEL",,  40.378314, -79.804332,02
E36910,,"LINDEN AVE AT SR CITIZEN APTS",,  40.398813, -79.836667,02
E36930,,"LINDEN AVE AT STEPS",,  40.396819, -79.837870,02
E36970,,"LINDEN AVE OPP SR CITIZEN APTS",,  40.398670, -79.836545,02
E36990,,"LINDEN AVE OPP STEPS",,  40.396770, -79.837635,02
E37030,,"LINDEN AVE OPP BESSEMER FS",,  40.395295, -79.838020,02
E37220,,"LONG RD AT BEULAH RD",,  40.450791, -79.843558,02
E37230,,"LONG RD AT CLEMATIS BLVD",,  40.464902, -79.832733,02
E37235,,"LONG RD AT DATURA DR",,  40.462387, -79.833983,02
E37240,,"LONG RD AT CLEMATIS BLVD",,  40.464589, -79.832690,02
E37250,,"LONG RD AT ELIZABETH",,  40.461948, -79.833932,02
E37260,,"LONG RD AT FRANKSTOWN RD",,  40.465444, -79.832284,02
E37280,,"LONG RD AT JOAN DR",,  40.458870, -79.833926,02
E37290,,"LONG RD AT PARIS RD",,  40.459139, -79.834043,02
E37300,,"LONG RD AT PENTLAND DR",,  40.454269, -79.837705,02
E37310,,"LONG RD AT ROSEWOOD",,  40.454078, -79.837623,02
E37320,,"LONG RD AT SAYLONG DR",,  40.455876, -79.835892,02
E37330,,"LONG RD OPP SAYLONG DR",,  40.456183, -79.835977,02
E37965,,"MAIN CIRCLE DR AT EMPLOYEE ENTRANCE",,  40.407654, -79.929938,01
E37980,,"MAIN ST AT CENTER",,  40.395751, -79.841360,02
E37990,,"MAIN ST AT CENTER",,  40.395966, -79.841545,02
E38000,,"MAIN ST AT FRANKLIN",,  40.396470, -79.841295,02
E38010,,"MAIN ST AT FRANKLIN",,  40.396704, -79.841415,02
E38030,,"MAIN ST AT HOWARD",,  40.397203, -79.841157,02
E38040,,"MAIN ST AT HOWARD",,  40.397421, -79.841345,02
E38050,,"MAIN ST AT HOWLEY",,  40.464308, -79.953485,01
E38060,,"MAIN ST AT MAPLE",,  40.397935, -79.841051,02
E38070,,"MAIN ST AT PENN NS",,  40.465462, -79.954777,01
E38100,,"MAIN ST AT REITER RD",,  40.471829, -79.787677,02
E38110,,"MAIN ST AT RIDGE",,  40.398328, -79.841031,02
E38120,,"MAIN ST AT RIDGE",,  40.398509, -79.841159,02
E38160,,"MAIN ST AT #2344",,  40.469555, -79.790057,02
E38170,,"MAIN ST AT WASHINGTON SCHOOL",,  40.470583, -79.789247,02
E38180,,"MAIN ST AT #2636",,  40.473381, -79.787571,02
E38200,,"MAIN ST AT THOMPSON RUN RD",,  40.468234, -79.791398,02
E38300,,"MAIN ST AT HOWLEY FS",,  40.464191, -79.953139,01
E38305,,"MALL BLVD AT STEPS",,  40.433763, -79.788755,02
E38322,,"MALL BLVD AT K-MART",,  40.431529, -79.791202,02
E38325,,"MALL BLVD AT MALL BLVD PLAZA",,  40.434923, -79.786038,02
E38330,,"MALL BLVD AT WM PENN",,  40.435819, -79.785506,02
E38340,,"MALL BLVD OPP STEPS",,  40.433598, -79.788666,02
E38350,,"MALL BLVD OPP K-MART",,  40.431940, -79.791169,02
E38355,,"MALL BLVD OPP MALL BLVD PLAZA",,  40.434968, -79.786317,02
E38560,,"MALL CIRCLE DR AT MALL BLVD",,  40.430303, -79.791532,02
E38660,,"MAPLE AVE AT ALBERT ST",,  40.407806, -79.819711,02
E38661,,"MAPLE AVE AT CHARLES",,  40.407677, -79.820602,02
E38665,,"MAPLE AVE AT PINE",,  40.407363, -79.824189,02
E38666,,"MAPLE AVE OPP #843",,  40.407426, -79.823000,02
E38667,,"MAPLE ST AT CHARLES",,  40.407905, -79.820317,02
E38669,,"MAPLE ST AT GRANT",,  40.407521, -79.824839,02
E38715,,"MAPLE AVE AT JAMES",,  40.407932, -79.818791,02
E38717,,"MAPLE ST AT PINE",,  40.407569, -79.823889,02
E38725,,"MAPLE ST AT #843",,  40.407596, -79.823020,02
E38730,,"MARK DR AT CALMAR FS",,  40.469550, -79.874284,01
E38750,,"MARK DR AT GROVE",,  40.469959, -79.867156,01
E38770,,"MARK DR AT #7843",,  40.468621, -79.872497,01
E38790,,"MARK DR AT #7865",,  40.469232, -79.870875,01
E38810,,"MARK DR AT #7915",,  40.469823, -79.868037,01
E38900,,"MCCRADY RD AT BEULAH CHURCH",,  40.446355, -79.846590,02
E38910,,"MCCRADY RD AT CHAPEL HILL",,  40.445523, -79.842950,02
E38950,,"MCCRADY RD AT #2606",,  40.446078, -79.844957,02
E39050,,"MIDDLE ST AT 1ST",,  40.398208, -79.812387,02
E39060,,"MIDDLE ST AT 2ND",,  40.399759, -79.814725,02
E39070,,"MIDDLE ST AT 3RD",,  40.400295, -79.815545,02
E39080,,"MIDDLE ST AT 4TH",,  40.400791, -79.816333,02
E39100,,"MIDDLE ST AT 5TH",,  40.401285, -79.817153,02
E39130,,"MIDDLE ST AT BRIDGE",,  40.395660, -79.805154,02
E39140,,"MIDDLE ST AT HAWKINS AVE",,  40.405373, -79.861785,1A
E39150,,"MIDDLE ST AT MAPLE",,  40.396706, -79.810009,02
E39160,,"MIDDLE ST AT MILLER",,  40.395881, -79.806167,02
E39190,,"MIDDLE ST AT #526",,  40.396343, -79.808635,02
E39200,,"MIDDLE ST AT #632",,  40.397388, -79.811150,02
E39210,,"MILLER ST AT GAS WAY",,  40.416014, -79.885092,1A
E39220,,"MILLER ST AT GAS WAY",,  40.415947, -79.885477,1A
E39230,,"MILLER ST AT HARRIETT",,  40.415404, -79.883231,1A
E39240,,"MILLER ST AT BENWOOD",,  40.416236, -79.886561,1A
E39250,,"MILLER ST AT BENWOOD",,  40.416281, -79.886099,1A
E39260,,"MILLER ST AT #38",,  40.415748, -79.884270,1A
E39270,,"MILLVALE AVE AT BAUM",,  40.454218, -79.947598,01
E39280,,"MILLVALE AVE AT BAUM",,  40.454476, -79.947760,01
E39290,,"MILLVALE AVE AT CENTRE",,  40.453367, -79.947515,01
E39300,,"MILLVALE AVE AT CENTRE FS",,  40.453534, -79.947422,01
E39310,,"MILLVALE AVE AT CYPRESS",,  40.458524, -79.947039,01
E39320,,"MILLVALE AVE AT CYPRESS",,  40.458918, -79.947093,01
E39340,,"MILLVALE AVE AT MOREWOOD",,  40.455783, -79.947452,01
E39350,,"MILLVALE AVE AT MOREWOOD",,  40.456172, -79.947759,01
E39360,,"MILLVALE AVE AT YEW",,  40.457687, -79.947249,01
E39370,,"MILLVALE AVE AT YEW",,  40.458226, -79.947546,01
E39390,,"MILWAUKEE ST AT HERRON",,  40.452340, -79.964296,01
E39400,,"MILWAUKEE ST OPP BRYN MAWR",,  40.453353, -79.962857,01
E39530,,"MONONGAHELA AVE AT CHURCH",,  40.421778, -79.890225,1A
E39540,,"MONONGAHELA AVE AT CHURCH",,  40.421982, -79.890561,1A
E39550,,"MONONGAHELA AVE AT DUQUESNE",,  40.418224, -79.888054,1A
E39560,,"MONONGAHELA AVE AT IRVINE",,  40.420664, -79.889483,1A
E39570,,"MONONGAHELA AVE AT MCCLURE",,  40.422845, -79.890916,1A
E39575,,"MONONGAHELA AVE AT MCCLURE",,  40.422963, -79.891242,1A
E39580,,"MONONGAHELA AVE AT #2129",,  40.417327, -79.887499,1A
E39590,,"MONONGAHELA AVE AT #2130",,  40.417406, -79.887794,1A
E39600,,"MONONGAHELA AVE AT SCHLEY",,  40.420761, -79.889854,1A
E39610,,"MONONGAHELA AVE AT SCHOYER",,  40.423491, -79.891292,1A
E39630,,"MONONGAHELA AVE AT WASHINGTON",,  40.419867, -79.889047,1A
E39640,,"MONONGAHELA AVE OPP WASHINGTON",,  40.420062, -79.889401,1A
E39650,,"MONONGAHELA AVE OPP WHIPPLE (#1641)",,  40.425573, -79.891555,1A
E39670,,"MONONGAHELA AVE AT WHIPPLE FS",,  40.425449, -79.891721,1A
E39700,,"MONONGAHELA AVE OPP DUQUESNE",,  40.418377, -79.888405,1A
E39770,,"MONROEVILLE AVE AT ALBERT",,  40.409007, -79.819745,02
E39908,,"MONROEVILLE MALL AT PARK-N-RIDE SHELTER",,  40.427327, -79.792134,02
E39940,,"MONROEVILLE BLVD AT BOSSES",,  40.428480, -79.787417,02
E39950,,"MONROEVILLE BLVD OPP BRINTON",,  40.424853, -79.790234,02
E39960,,"MONROEVILLE BLVD AT JAMISON",,  40.427100, -79.788102,02
E39980,,"MONROEVILLE BLVD OPP ORCHARD",,  40.426366, -79.789105,02
E39990,,"MONROEVILLE BLVD AT ORCHARD",,  40.425902, -79.789242,02
E40100,,"MONROEVILLE BLVD OPP BOSSES",,  40.428114, -79.787429,02
E40110,,"MONROEVILLE BLVD OPP JAMISON",,  40.427334, -79.788264,02
E40175,,"MONROEVILLE-TRESTLE RD AT #881",,  40.475208, -79.758580,02
E40180,,"MONROEVILLE-TRESTLE RD AT ERZEN GREENHOUSE (#849)",,  40.473090, -79.756613,02
E40190,,"MONROEVILLE-TRESTLE RD AT FOUR SEASONS",,  40.470245, -79.754761,02
E40200,,"MONROEVILLE-TRESTLE RD OPP SALTSBURG RD",,  40.476383, -79.760439,02
E40210,,"MONROEVILLE-TRESTLE RD AT SHORT ST",,  40.474825, -79.757651,02
E40220,,"MONROEVILLE-TRESTLE RD AT TRESTLE RD",,  40.473903, -79.756660,02
E40230,,"MONROEVILLE-TRESTLE RD OPP ERZEN GREENHOUSE (#849)",,  40.473157, -79.756470,02
E40240,,"MONROEVILLE-TRESTLE RD OPP BOYCE PARK ENTRANCE",,  40.470331, -79.754904,02
E40250,,"MONROEVILLE-TRESTLE RD OPP SHORT ST",,  40.474867, -79.757860,02
E40260,,"MONROEVILLE-TRESTLE RD OPP TRESTLE RD",,  40.473974, -79.756861,02
E40270,,"MONTIER ST AT BESSICA",,  40.446367, -79.871182,01
E40280,,"MONTIER ST AT PARK",,  40.445874, -79.871706,01
E40290,,"MONTIER ST AT HERR",,  40.447411, -79.869766,01
E40300,,"MONTIER ST AT HERR",,  40.447072, -79.869779,01
E40310,,"MONTIER ST AT LABELLE",,  40.446528, -79.870509,01
E40320,,"MONTIER ST AT LAKETON FS",,  40.448948, -79.867837,1A
E40330,,"MONTIER ST AT LAKETON",,  40.448922, -79.867492,1A
E40350,,"MONTIER ST AT #1438",,  40.445332, -79.873772,01
E40360,,"MONTIER ST AT #1449",,  40.445104, -79.874293,01
E40370,,"MONTIER ST AT #1823",,  40.448304, -79.868701,01
E40375,,"MONTIER ST AT #1824",,  40.448029, -79.868569,01
E40770,,"MT CARMEL RD AT ABER",,  40.467176, -79.869267,01
E40810,,"MT CARMEL RD AT CALMAR",,  40.466883, -79.872972,01
E40815,,"MT CARMEL RD AT CHADWICK",,  40.468526, -79.886357,01
E40820,,"MT CARMEL RD AT ELK",,  40.467743, -79.883139,01
E40825,,"MT CARMEL RD AT FAYBERN",,  40.466680, -79.874290,01
E40840,,"MT CARMEL RD AT HIGHLANDVIEW",,  40.468864, -79.886922,01
E40860,,"MT CARMEL RD AT PERSHING",,  40.465506, -79.876548,01
E40890,,"MT CARMEL RD OPP RUNNETTE (TIERS)",,  40.470225, -79.887599,01
E40950,,"MT CARMEL RD AT TYLER (ELK)",,  40.467628, -79.882967,01
E40970,,"MT CARMEL RD OPP FAYBERN",,  40.466449, -79.874342,01
E40980,,"MT CARMEL RD OPP HIGHLANDVIEW",,  40.468739, -79.886514,01
E40990,,"MT CARMEL RD OPP PERSHING",,  40.465766, -79.876375,01
E41040,,"MULHATTON ST AT BARTLETT",,  40.435450, -79.916333,01
E41050,,"MULHATTON ST AT BEACON FS",,  40.434852, -79.916404,01
E41060,,"MULHATTON ST AT DARLINGTON",,  40.436279, -79.916226,01
E41070,,"MURRAY AVE AT AYLESBORO",,  40.439659, -79.922900,01
E41080,,"MURRAY AVE AT AYLESBORO",,  40.439858, -79.923218,01
E41090,,"MURRAY AVE AT BARTLETT ST",,  40.436084, -79.923053,01
E41100,,"MURRAY AVE AT BARTLETT ST FS",,  40.436148, -79.922754,01
E41110,,"MURRAY AVE AT BEACON ST",,  40.434857, -79.922979,01
E41120,,"MURRAY AVE AT BEACON ST NS",,  40.434623, -79.922725,01
E41130,,"MURRAY AVE OPP BURCHFIELD AVE",,  40.427422, -79.926416,01
E41140,,"MURRAY AVE AT DARLINGTON RD",,  40.437068, -79.923078,01
E41150,,"MURRAY AVE AT FLEMINGTON ST",,  40.426415, -79.927628,01
E41160,,"MURRAY AVE AT FLEMINGTON ST FS",,  40.426316, -79.927482,01
E41170,,"MURRAY AVE AT FORBES AVE",,  40.437881, -79.922825,01
E41175,,"MURRAY AVE AT FORBES FS",,  40.438387, -79.922884,01
E41180,,"MURRAY AVE AT FORBES AVE",,  40.438187, -79.923094,01
E41190,,"MURRAY AVE AT FORWARD AVE",,  40.429580, -79.923410,01
E41200,,"MURRAY AVE AT FORWARD AVE",,  40.429929, -79.923588,01
E41210,,"MURRAY AVE AT HAZELWOOD AVE FS",,  40.419836, -79.928149,01
E41220,,"MURRAY AVE AT HAZELWOOD AVE",,  40.419809, -79.928387,01
E41230,,"MURRAY AVE AT HOBART ST",,  40.433478, -79.922886,01
E41240,,"MURRAY AVE AT HOBART ST",,  40.433806, -79.923028,01
E41250,,"MURRAY AVE AT LILAC ST",,  40.423081, -79.928655,01
E41260,,"MURRAY AVE AT LILAC ST",,  40.423348, -79.928751,01
E41270,,"MURRAY AVE AT LORETTA ST",,  40.421796, -79.928735,01
E41280,,"MURRAY AVE AT LORETTA ST",,  40.422048, -79.928997,01
E41290,,"MURRAY AVE AT MORROWFIELD AVE FS",,  40.428177, -79.924745,01
E41300,,"MURRAY AVE OPP MORROWFIELD",,  40.428161, -79.925098,01
E41310,,"MURRAY AVE AT NORTHUMBERLAND",,  40.441288, -79.923251,01
E41320,,"MURRAY AVE AT NORTHUMBERLAND",,  40.441476, -79.923543,01
E41330,,"MURRAY AVE AT PHILLIPS AVE",,  40.432209, -79.923060,01
E41340,,"MURRAY AVE AT PHILLIPS AVE",,  40.432441, -79.923257,01
E41350,,"MURRAY AVE AT #2825",,  40.427685, -79.925868,01
E41360,,"MURRAY AVE AT SOLWAY",,  40.442633, -79.923559,01
E41365,,"MURRAY AVE AT SOLWAY",,  40.442960, -79.923870,01
E41370,,"MURRAY AVE AT WELFER ST",,  40.424861, -79.928042,01
E41380,,"MURRAY AVE AT WELFER ST",,  40.425064, -79.928157,01
E41390,,"MURRAY AVE AT WILKINS",,  40.443692, -79.923737,01
E41400,,"MURRAY AVE AT WILKINS AVE FS",,  40.443674, -79.923992,01
E41430,,"MURRAY AVE OPP MORROWFIELD AVE",,  40.428118, -79.925125,01
E41670,,"NEGLEY AVE AT #370 (BAUM BLVD)",,  40.458664, -79.933723,01
E41690,,"NEGLEY AVE AT BLACK ST",,  40.468919, -79.927627,01
E41720,,"NEGLEY AVE AT BROAD ST",,  40.464718, -79.930136,01
E41730,,"NEGLEY AVE AT BRYANT ST",,  40.477018, -79.923679,01
E41740,,"NEGLEY AVE AT CENTRE AVE",,  40.457303, -79.934152,01
E41745,,"NEGLEY AVE AT CLAYBOURNE ST",,  40.456542, -79.933879,01
E41750,,"NEGLEY AVE AT CORAL ST",,  40.462057, -79.931700,01
E41755,,"NEGLEY AVE AT E BUSWAY STEPS",,  40.456073, -79.933320,01
E41760,,"NEGLEY AVE AT EAST LIBERTY BLVD",,  40.467388, -79.928150,01
E41770,,"NEGLEY AVE AT ELLSWORTH AVE",,  40.454623, -79.932406,01
E41771,,"NEGLEY AVE AT ELLSWORTH AVE",,  40.454766, -79.932659,01
E41780,,"NEGLEY AVE AT ELMER ST",,  40.453376, -79.931705,01
E41781,,"NEGLEY AVE AT ELMER ST FS",,  40.453283, -79.931823,01
E41790,,"NEGLEY AVE AT FRIENDSHIP AVE",,  40.460837, -79.932492,01
E41800,,"NEGLEY AVE AT FRIENDSHIP AVE",,  40.460442, -79.932349,01
E41810,,"NEGLEY AVE AT HAMPTON ST",,  40.475643, -79.924655,01
E41820,,"NEGLEY AVE AT HAMPTON ST",,  40.475199, -79.924472,01
E41830,,"NEGLEY AVE AT HAYS ST",,  40.469941, -79.927191,01
E41840,,"NEGLEY AVE AT HAYS ST",,  40.469537, -79.926983,01
E41845,,"NEGLEY AVE AT HOWE ST",,  40.451094, -79.930344,01
E41846,,"NEGLEY AVE AT HOWE ST",,  40.451284, -79.930606,01
E41850,,"NEGLEY AVE AT JACKSON ST",,  40.472657, -79.925977,01
E41860,,"NEGLEY AVE AT JACKSON ST NS",,  40.472473, -79.925698,01
E41865,,"NEGLEY AVE AT KENTUCKY ST NS",,  40.450097, -79.929764,01
E41866,,"NEGLEY AVE AT KENTUCKY ST",,  40.450609, -79.930201,01
